Manufacturer,Weapon Type,ID,Part Type,String,Model Name,"Stats (Level 50, Common)",Effects,Requirements
Maliwan,SMG,48,Underbarrel,MAL_SM.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Maliwan,SMG,49,Foregrip,MAL_SM.part_foregrip_02,,+Fire Rate,,
Maliwan,SMG,50,Foregrip,MAL_SM.part_foregrip_03,,+Accuracy,,
Maliwan,SMG,51,Foregrip,MAL_SM.part_foregrip_01,,+Damage,,
Maliwan,SMG,52,Underbarrel,MAL_SM.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Maliwan,SMG,53,Underbarrel,MAL_SM.part_underbarrel_01_laserwire,,Alt Fire - Laser Wire,Spawns a Laser Wire that deals XXX Damage/s,
Maliwan,SMG,54,Manufacturer Part,MAL_SM.part_secondary_ammo_sg,,Daedalus Shotgun Ammo,,
Maliwan,SMG,55,Manufacturer Part,MAL_SM.part_secondary_ammo_ar,,Daedalus AR Ammo,,
Maliwan,SMG,56,Manufacturer Part,MAL_SM.part_secondary_ammo_ps,,Daedalus Pistol Ammo,,
Maliwan,SMG,57,Manufacturer Part,MAL_SM.part_secondary_ammo_sr,,Daedalus SR Ammo,,
Maliwan,SMG,59,Barrel,MAL_SM.part_barrel_01_OhmIGot,,"Ohm I Got, 803 Damage, 100% Acc, 8.0/s FR, 2 Shot","Energy Transfer - When Energy Shield is active, grants +50% Damage by consuming the Shield's energy instead of Ammo. When Overshield is also active, Energy Shield will no deplete",
Maliwan,SMG,61,Barrel Accessory,MAL_SM.part_barrel_02_d_PlasmaCoil,,"+Damage, +Fire Rate, +Ammo",,
Maliwan,SMG,62,Barrel,MAL_SM.part_barrel_02_PlasmaCoil,,"Plasma Coil, 937 Damage, 84% Acc, 7.7/s FR",Superheated,
Maliwan,SMG,65,Barrel Accessory,MAL_SM.part_barrel_01_a,,+Damage,,
Maliwan,SMG,66,Barrel Accessory,MAL_SM.part_barrel_01_b,,No Stat Changes,,
Maliwan,SMG,67,Barrel Accessory,MAL_SM.part_barrel_01_c,,No Stat Changes,,
Maliwan,SMG,68,Barrel Accessory,MAL_SM.part_barrel_01_d,,+Accuracy,,
Maliwan,SMG,69,Barrel Accessory,MAL_SM.part_barrel_02_a,,+Damage,,
Maliwan,SMG,70,Barrel Accessory,MAL_SM.part_barrel_02_b,,+Accuracy,,
Maliwan,SMG,71,Barrel Accessory,MAL_SM.part_barrel_02_c,,+Fire Rate,,
Maliwan,SMG,72,Barrel Accessory,MAL_SM.part_barrel_02_d,,+Fire Rate,,
Maliwan,SMG,73,Manufacturer Part,MAL_SM.part_barrel_licensed_jak,,Jakobs Ricochet,,
Maliwan,SMG,74,Manufacturer Part,MAL_SM.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Maliwan,SMG,75,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Maliwan,SMG,76,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Maliwan,SMG,77,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Maliwan,SMG,78,Manufacturer Part,MAL_SM.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Maliwan,Sniper,2,Body,MAL_SR.part_body,,"No stat changes, always present",,
Maliwan,Sniper,3,Body Accessory,MAL_SR.part_body_a,,-Reload Speed,,
Maliwan,Sniper,4,Body Accessory,MAL_SR.part_body_b,,+Ammo,,
Maliwan,Sniper,5,Body Accessory,MAL_SR.part_body_c,,+Accuracy,,
Maliwan,Sniper,6,Body Accessory,MAL_SR.part_body_d,,No Stat Changes,,
Maliwan,Sniper,7,Barrel,MAL_SR.part_barrel_01,,"Midheaven, 2483 Damage, 89% Acc, 1.9/s FR",,
Maliwan,Sniper,8,Barrel,MAL_SR.part_barrel_02,,"Transit, 2483 Damage, 92% Acc, 3.0/s FR",,
Maliwan,Sniper,9,Manufacturer Part,MAL_SR.part_shield_default,,Hyperion Shield,,
Maliwan,Sniper,10,Manufacturer Part,MAL_SR.part_shield_ricochet,,Hyperion Ricochet Shield,,
Maliwan,Sniper,11,Manufacturer Part,MAL_SR.part_shield_ammo,,Hyperion Absorb Shield,,
Maliwan,Sniper,12,Manufacturer Part,MAL_SR.part_shield_amp,,Hyperion Amp Shield,,
Maliwan,Sniper,13,Magazine,MAL_SR.part_mag_01,,"2.7s Reload, 8 Shots",,
Maliwan,Sniper,14,Magazine,MAL_SR.part_mag_02,,"3.2s Reload, 10 Shots",,
Maliwan,Sniper,15,Magazine,MAL_SR.part_mag_03_tor,,"2.2s Reload, 6 Shots",,
Maliwan,Sniper,16,Magazine,MAL_SR.part_mag_04_cov,,"3.8s Reload, 10 Shots",CoV Mag,
Maliwan,Sniper,17,Magazine,MAL_SR.part_mag_05_borg,,"2.1s Reload, 12 Shots",Ripper Mag,
Maliwan,Sniper,18,Manufacturer Part,MAL_SR.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Maliwan,Sniper,19,Manufacturer Part,MAL_SR.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Maliwan,Sniper,20,Barrel,MAL_SR.part_barrel_01_complex_root,,"Complex Root, 2342 Damage, 85% Acc, 1.2/s FR",Sierpinski - Spawns additional diverging Projectiles along its path,
Maliwan,Sniper,21,Stat Modifier,MAL_SR.part_mag_ted_thrown_01,,2.0s Reload,,
Maliwan,Sniper,22,Stat Modifier,MAL_SR.part_mag_ted_thrown_02,,2.0s Reload,,
Maliwan,Sniper,23,Stat Modifier,MAL_SR.part_mag_ted_thrown_03_tor,,2.0s Reload,,
Maliwan,Sniper,24,Stat Modifier,MAL_SR.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Maliwan,Sniper,25,Stat Modifier,MAL_SR.part_mag_ted_thrown_05_bor,,3.0s Reload,,
Maliwan,Sniper,26,Scope,MAL_SR.part_scope_ironsight,,ADS,,
Maliwan,Sniper,27,Scope,MAL_SR.part_scope_01_lens_01,,ADS +Zoom,Sniper Scope,
Maliwan,Sniper,28,Scope,MAL_SR.part_scope_01_lens_02,,ADS ++Zoom,Sniper Scope,
Maliwan,Sniper,29,Scope,MAL_SR.part_scope_02_lens_01,,ADS +++Zoom,Sniper Scope,
Maliwan,Sniper,30,Scope,MAL_SR.part_scope_02_lens_02,,ADS ++Zoom,,
Maliwan,Sniper,31,Scope Accessory,MAL_SR.part_scope_acc_s01_l01_a,,+Damage,HUD Elements,
Maliwan,Sniper,32,Scope Accessory,MAL_SR.part_scope_acc_s01_l01_b,,-Reload Speed,"Mag Counter Gauge, Distance",
Maliwan,Sniper,33,Scope Accessory,MAL_SR.part_scope_acc_s02_l01_a,,No Stat Changes,HUD Elements,
Maliwan,Sniper,34,Scope Accessory,MAL_SR.part_scope_acc_s02_l01_b,,No Stat Changes,Mag Counter Gauge,
Maliwan,Sniper,35,Scope Accessory,MAL_SR.part_scope_acc_s01_l02_a,,+Damage,HUD Elements,
Maliwan,Sniper,36,Scope Accessory,MAL_SR.part_scope_acc_s01_l02_b,,-Reload Speed,Mag Counter Gauge,
Maliwan,Sniper,37,Scope Accessory,MAL_SR.part_scope_acc_s02_l02_a,,No Stat Changes,HUD Elements,
Maliwan,Sniper,38,Scope Accessory,MAL_SR.part_scope_acc_s02_l02_b,,No Stat Changes,Mag Counter Gauge,
Maliwan,Sniper,39,Grip,MAL_SR.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Maliwan,Sniper,40,Grip,MAL_SR.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Maliwan,Sniper,41,Grip,MAL_SR.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Maliwan,Sniper,42,Grip,MAL_SR.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Maliwan,Sniper,43,Grip,MAL_SR.part_grip_01,,+Damage,,
Maliwan,Sniper,44,Grip,MAL_SR.part_grip_02,,+Fire Rate,,
Maliwan,Sniper,45,Grip,MAL_SR.part_grip_03,,-Reload Speed,,
Maliwan,Sniper,46,Underbarrel,MAL_SR.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Maliwan,Sniper,47,Underbarrel,MAL_SR.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Maliwan,Sniper,48,Underbarrel,MAL_SR.part_underbarrel_02_multitaser,,Alt Fire - Shock Field,"On impact, creates a Shock Field that deals XXX Damage/s",
Maliwan,Sniper,49,Underbarrel,MAL_SR.part_underbarrel_01_singularity,,Alt Fire - Singularity Grenade Launcher,Fires a Singularity that deals XXX Damage/s,
Maliwan,Sniper,50,Foregrip,MAL_SR.part_foregrip_02,,+Fire Rate,,
Maliwan,Sniper,51,Foregrip,MAL_SR.part_foregrip_03,,+Accuracy,,
Maliwan,Sniper,52,Foregrip,MAL_SR.part_foregrip_01,,+Damage,,
Maliwan,Sniper,53,Underbarrel,MAL_SR.part_underbarrel_03_rocketpod,,Alt Fire - Rocket Pod,Fires a salvo of Homing Rockets that deal XXX x 4 Damage,
Maliwan,Sniper,54,Underbarrel,MAL_SR.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Maliwan,Sniper,55,Manufacturer Part,MAL_SR.part_secondary_ammo_smg,,Daedalus SMG Ammo,,
Maliwan,Sniper,56,Manufacturer Part,MAL_SR.part_secondary_ammo_sg,,Daedalus Shotgun Ammo,,
Maliwan,Sniper,57,Manufacturer Part,MAL_SR.part_secondary_ammo_ar,,Daedalus AR Ammo,,
Maliwan,Sniper,58,Manufacturer Part,MAL_SR.part_secondary_ammo_ps,,Daedalus Pistol Ammo,,
Maliwan,Sniper,60,Barrel,MAL_SR.part_barrel_02_katagawa,,"Katagawa's Revenge, 1522 Damage, 89% Acc, 1.5/s FR",Stormcloud,
Maliwan,Sniper,62,Foregrip,MAL_SR.part_foregrip_04,,No Stat Changes,,
Maliwan,Sniper,63,Stat Modifier,MAL_SR.part_mag_05_borg_barrel_02,,2.4s Reload,"-Damage, -Acc, +Fire Rate - Pairs with barrel_02???",
Maliwan,Sniper,64,Stat Modifier,MAL_SR.part_mag_05_borg_barrel_01,,2.4s Reload,"-Damage, -Acc, -Fire Rate - Pairs with barrel_01???",
Maliwan,Sniper,65,Barrel Accessory,MAL_SR.part_barrel_01_a,,+Damage,,
Maliwan,Sniper,66,Barrel Accessory,MAL_SR.part_barrel_01_b,,No Stat Changes,,
Maliwan,Sniper,67,Barrel Accessory,MAL_SR.part_barrel_01_c,,No Stat Changes,,
Maliwan,Sniper,68,Barrel Accessory,MAL_SR.part_barrel_01_d,,+Accuracy,,
Maliwan,Sniper,69,Barrel Accessory,MAL_SR.part_barrel_02_a,,+Damage,,
Maliwan,Sniper,70,Barrel Accessory,MAL_SR.part_barrel_02_b,,No Stat Changes,,
Maliwan,Sniper,71,Barrel Accessory,MAL_SR.part_barrel_02_c,,+Fire Rate,,
Maliwan,Sniper,72,Barrel Accessory,MAL_SR.part_barrel_02_d,,+Fire Rate,,
Maliwan,Sniper,73,Manufacturer Part,MAL_SR.part_barrel_licensed_jak,,+Crit Damage,,
Maliwan,Sniper,74,Manufacturer Part,MAL_SR.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Maliwan,Sniper,75,Manufacturer Part,MAL_SR.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Maliwan,Sniper,76,Manufacturer Part,MAL_SR.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Maliwan,Sniper,77,Manufacturer Part,MAL_SR.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Maliwan,Sniper,78,Manufacturer Part,MAL_SR.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Maliwan,Sniper,79,Barrel,MAL_SR.part_barrel_01_asher,,"Asher's Rise, 1522 Damage, 89% Acc, 6.6/s FR",Slow Burn - Critical Hits apply Status Effects instead of increased impact Damage,
Order,Assault Rifle,1,Scope,ORD_AR.part_scope_02_lens_02_gmr,,ADS +++Zoom,,
Order,Assault Rifle,2,Barrel,ORD_AR.part_barrel_02_gmr,,"G.M.R., 1785 Damage, 65% Acc, 4.0/s FR","Big Name Hunter - When Zoomed In, Damage increases by +100%, Shot Cost increases by +100%, and Fire Rate decreases by -50%",
Order,Assault Rifle,3,Body Accessory,ORD_AR.part_body_a,,-Reload Speed,,
Order,Assault Rifle,4,Body Accessory,ORD_AR.part_body_b,,+Damage,,
Order,Assault Rifle,5,Body Accessory,ORD_AR.part_body_c,,+Accuracy,,
Order,Assault Rifle,6,Body Accessory,ORD_AR.part_body_d,,+Crit Damage,,
Order,Assault Rifle,7,Barrel,ORD_AR.part_barrel_01,,"Indiction, 1115 Damage, 89% Acc, 5.5/s FR",,
Order,Assault Rifle,8,Barrel,ORD_AR.part_barrel_02,,"Schema, 982 Damage, 88% Acc, 6.5/s FR",,
Order,Assault Rifle,9,Manufacturer Part,ORD_AR.part_shield_default,,Hyperion Shield,,
Order,Assault Rifle,10,Manufacturer Part,ORD_AR.part_shield_ricochet,,Hyperion Ricochet Shield,,
Order,Assault Rifle,11,Manufacturer Part,ORD_AR.part_shield_ammo,,Hyperion Absorb Shield,,
Order,Assault Rifle,12,Manufacturer Part,ORD_AR.part_shield_amp,,Hyperion Amp Shield,,
Order,Assault Rifle,13,Magazine,ORD_AR.part_mag_01,,"1.9s Reload, 18 Shots",,
Order,Assault Rifle,14,Magazine,ORD_AR.part_mag_02,,"2.3s Reload, 24 Shots",,
Order,Assault Rifle,15,Magazine,ORD_AR.part_mag_04_cov,,"3.7s Reload, 34 Shots",CoV Mag,
Order,Assault Rifle,16,Magazine,ORD_AR.part_mag_05_borg,,"2.3s Reload, 30 Shots",Ripper Mag,
Order,Assault Rifle,17,Stat Modifier,ORD_AR.part_mag_ted_thrown_01,,2.0s Reload,,
Order,Assault Rifle,18,Stat Modifier,ORD_AR.part_mag_ted_thrown_02,,2.0s Reload,,
Order,Assault Rifle,19,Stat Modifier,ORD_AR.part_mag_ted_thrown_03_tor,,2.0s Reload,,
Order,Assault Rifle,20,Stat Modifier,ORD_AR.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Order,Assault Rifle,21,Stat Modifier,ORD_AR.part_mag_ted_thrown_05_bor,,3.0s Reload,,
Order,Assault Rifle,22,Scope,ORD_AR.part_scope_02_lens_02,,ADS +++Zoom,,
Order,Assault Rifle,23,Scope,ORD_AR.part_scope_02_lens_01,,ADS +++Zoom,,
Order,Assault Rifle,24,Scope,ORD_AR.part_scope_01_lens_02,,ADS ++Zoom,,
Order,Assault Rifle,25,Scope,ORD_AR.part_scope_01_lens_01,,ADS +Zoom,,
Order,Assault Rifle,26,Scope,ORD_AR.part_scope_ironsight,,ADS,,
Order,Assault Rifle,27,Scope Accessory,ORD_AR.part_scope_acc_s01_l01_a,,+Damage,HUD Elements,
Order,Assault Rifle,28,Scope Accessory,ORD_AR.part_scope_acc_s01_l01_b,,-Reload Speed,Scope Hood,
Order,Assault Rifle,29,Scope Accessory,ORD_AR.part_scope_acc_s02_l01_a,,No Stat Changes,HUD Elements,
Order,Assault Rifle,30,Scope Accessory,ORD_AR.part_scope_acc_s02_l01_b,,+Crit Damage,HUD Elements,
Order,Assault Rifle,31,Scope Accessory,ORD_AR.part_scope_acc_s01_l02_a,,+Damage,HUD Elements,
Order,Assault Rifle,32,Scope Accessory,ORD_AR.part_scope_acc_s01_l02_b,,-Reload Speed,Scope Hood,
Order,Assault Rifle,33,Scope Accessory,ORD_AR.part_scope_acc_s02_l02_a,,No Stat Changes,HUD Elements,
Order,Assault Rifle,34,Scope Accessory,ORD_AR.part_scope_acc_s02_l02_b,,+Crit Damage,HUD Elements,
Order,Assault Rifle,35,Grip,ORD_AR.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Order,Assault Rifle,36,Grip,ORD_AR.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Order,Assault Rifle,37,Grip,ORD_AR.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Order,Assault Rifle,38,Grip,ORD_AR.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Order,Assault Rifle,39,Grip,ORD_AR.part_grip_01,,+Damage,,
Order,Assault Rifle,40,Grip,ORD_AR.part_grip_02,,+Fire Rate,,
Order,Assault Rifle,41,Grip,ORD_AR.part_grip_03,,-Reload Speed,,
Order,Assault Rifle,42,Underbarrel,ORD_AR.part_underbarrel_01_seeker,,Alt Fire - Seeker Missles,,
Order,Assault Rifle,43,Underbarrel,ORD_AR.part_underbarrel_03_killdrone,,Alt Fire - Kill Drone,"Launches a Drone that fires at enemies for XXX Damage per shot, before exploding for XXX Damage",
Order,Assault Rifle,44,Underbarrel,ORD_AR.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Order,Assault Rifle,45,Underbarrel,ORD_AR.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Order,Assault Rifle,46,Foregrip,ORD_AR.part_foregrip_02,,+Crit Damage,,
Order,Assault Rifle,47,Foregrip,ORD_AR.part_foregrip_03,,+Accuracy,,
Order,Assault Rifle,48,Manufacturer Part,ORD_AR.part_secondary_ammo_sm,,Daedalus SMG Ammo,,
Order,Assault Rifle,49,Manufacturer Part,ORD_AR.part_secondary_ammo_sg,,Daedalus Shotgun Ammo,,
Order,Assault Rifle,50,Manufacturer Part,ORD_AR.part_secondary_ammo_ps,,Daedalus Pistol Ammo,,
Order,Assault Rifle,51,Manufacturer Part,ORD_AR.part_secondary_ammo_sr,,Daedalus SR Ammo,,
Order,Assault Rifle,52,Barrel Accessory,ORD_AR.part_barrel_01_a,,+Damage,,
Order,Assault Rifle,53,Barrel Accessory,ORD_AR.part_barrel_01_b,,+Crit Damage,,
Order,Assault Rifle,54,Barrel Accessory,ORD_AR.part_barrel_01_c,,+Accuracy,,
Order,Assault Rifle,55,Barrel Accessory,ORD_AR.part_barrel_01_d,,+Accuracy,,
Order,Assault Rifle,56,Barrel Accessory,ORD_AR.part_barrel_02_a,,+Damage,,
Order,Assault Rifle,57,Barrel Accessory,ORD_AR.part_barrel_02_b,,+Accuracy,,
Order,Assault Rifle,58,Barrel Accessory,ORD_AR.part_barrel_02_c,,+Fire Rate,,
Order,Assault Rifle,59,Barrel Accessory,ORD_AR.part_barrel_02_d,,+Fire Rate,,
Order,Assault Rifle,60,Manufacturer Part,ORD_AR.part_barrel_licensed_jak,,Jakobs Ricochet,,
Order,Assault Rifle,61,Manufacturer Part,ORD_AR.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Order,Assault Rifle,62,Manufacturer Part,ORD_AR.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Order,Assault Rifle,63,Manufacturer Part,ORD_AR.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Order,Assault Rifle,64,Manufacturer Part,ORD_AR.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Order,Assault Rifle,65,Manufacturer Part,ORD_AR.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Order,Assault Rifle,66,Manufacturer Part,ORD_AR.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Order,Assault Rifle,67,Manufacturer Part,ORD_AR.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Order,Assault Rifle,68,Underbarrel,ORD_AR.part_underbarrel_02_deathsphere,,Alt Fire - Death Sphere,Launches a Death Sphere that deals XXX Damage/s to nearby enemies,
Order,Assault Rifle,69,Underbarrel,ORD_AR.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Order,Assault Rifle,70,Foregrip,ORD_AR.part_foregrip_01,,+Damage,,
Order,Assault Rifle,71,Magazine,ORD_AR.part_mag_03_tor,,"2.1s Reload, 15 Shots",,
Order,Assault Rifle,72,Barrel,ORD_AR.part_barrel_02_goalkeeper,,"Goalkeeper, 1785 Damage, 84% Acc, 7.0/s FR","Amper Camper - When Gun Shield is depleted, grants +50% Damage for 15s",
Order,Assault Rifle,74,Body,ORD_AR.part_body,,"No stat changes, always present",,
Order,Pistol,1,Magazine,ORD_PS.part_mag_03_rocketreload,,"1.9s Reload, 6 Shots",Lucky Clover Mag?,
Order,Pistol,2,Body,ORD_PS.part_body,,"No stat changes, always present",,
Order,Pistol,3,Body Accessory,ORD_PS.part_body_a,,-Reload Speed,,
Order,Pistol,4,Body Accessory,ORD_PS.part_body_b,,+Damage,,
Order,Pistol,5,Body Accessory,ORD_PS.part_body_c,,+Accuracy,,
Order,Pistol,6,Body Accessory,ORD_PS.part_body_d,,+Crit Damage,,
Order,Pistol,7,Barrel,ORD_PS.part_barrel_01,,"Punct, 825 Damage, 76% Acc, 8.0/s FR",,
Order,Pistol,8,Barrel,ORD_PS.part_barrel_02,,"Lemma, 892 Damage, 76% Acc, 6.5/s FR",,
Order,Pistol,9,Manufacturer Part,ORD_PS.part_shield_default,,Hyperion Shield,,
Order,Pistol,10,Manufacturer Part,ORD_PS.part_shield_ricochet,,Hyperion Ricochet Shield,,
Order,Pistol,11,Manufacturer Part,ORD_PS.part_shield_ammo,,Hyperion Absorb Shield,,
Order,Pistol,12,Manufacturer Part,ORD_PS.part_shield_amp,,Hyperion Amp Shield,,
Order,Pistol,13,Magazine,ORD_PS.part_mag_01,,"1.9s Reload, 15 Shots",,
Order,Pistol,14,Magazine,ORD_PS.part_mag_02,,"2.8s Reload, 18 Shots",,
Order,Pistol,15,Magazine,ORD_PS.part_mag_04_cov,,"2.9s Reload, 20 Shots",CoV Mag,
Order,Pistol,16,Magazine,ORD_PS.part_mag_05_borg,,"2.3s Reload, 24 Shots",Ripper Mag,
Order,Pistol,17,Stat Modifier,ORD_PS.part_mag_ted_thrown_01,,2.0s Reload,,
Order,Pistol,18,Stat Modifier,ORD_PS.part_mag_ted_thrown_02,,2.0s Reload,,
Order,Pistol,19,Stat Modifier,ORD_PS.part_mag_ted_thrown_03_tor,,2.0s Reload,,
Order,Pistol,20,Stat Modifier,ORD_PS.part_mag_ted_thrown_04_cov,,3.0s Reload,,
Order,Pistol,21,Stat Modifier,ORD_PS.part_mag_ted_thrown_05_bor,,3.0s Reload,,
Order,Pistol,22,Scope,ORD_PS.part_scope_ironsight,,ADS,,
Order,Pistol,23,Scope,ORD_PS.part_scope_01_lens_01,,ADS +Zoom,,
Order,Pistol,24,Scope,ORD_PS.part_scope_01_lens_02,,ADS ++Zoom,,
Order,Pistol,25,Scope,ORD_PS.part_scope_02_lens_01,,ADS ++Zoom,Sniper Scope,
Order,Pistol,26,Scope,ORD_PS.part_scope_02_lens_02,,ADS +++Zoom,Sniper Scope,
Order,Pistol,27,Scope Accessory,ORD_PS.part_scope_acc_s01_l01_a,,+Damage,HUD Elements,
Order,Pistol,28,Scope Accessory,ORD_PS.part_scope_acc_s01_l01_b,,-Reload Speed,HUD Elements,
Order,Pistol,29,Scope Accessory,ORD_PS.part_scope_acc_s02_l01_a,,No Stat Changes,HUD Elements,
Order,Pistol,30,Scope Accessory,ORD_PS.part_scope_acc_s02_l01_b,,+Crit Damage,HUD Elements,
Order,Pistol,31,Scope Accessory,ORD_PS.part_scope_acc_s01_l02_a,,+Damage,HUD Elements,
Order,Pistol,32,Scope Accessory,ORD_PS.part_scope_acc_s01_l02_b,,-Reload Speed,HUD Elements,
Order,Pistol,33,Scope Accessory,ORD_PS.part_scope_acc_s02_l02_a,,No Stat Changes,HUD Elements,
Order,Pistol,34,Scope Accessory,ORD_PS.part_scope_acc_s02_l02_b,,+Crit Damage,HUD Elements,
Order,Pistol,35,Grip,ORD_PS.part_grip_05c_ted_jav,,"Tediore reload modifier: Javelin, no stat changes",,
Order,Pistol,36,Grip,ORD_PS.part_grip_05b_ted_homing,,"Tediore reload modifier: Homing, no stat changes",,
Order,Pistol,37,Grip,ORD_PS.part_grip_05a_ted_legs,,"Tediore reload modifier: Legs, no stat changes",,
Order,Pistol,38,Grip,ORD_PS.part_grip_04_hyp,,"Hyperion Grip, -Acc, Acc increases with continuous fire",,
Order,Pistol,39,Grip,ORD_PS.part_grip_01,,+Damage,,
Order,Pistol,40,Grip,ORD_PS.part_grip_02,,+Fire Rate,,
Order,Pistol,41,Grip,ORD_PS.part_grip_03,,-Reload Speed,,
Order,Pistol,42,Underbarrel,ORD_PS.part_underbarrel_05_ammoswitcher,,"Underbarrel switch, no effects",Used for Daedalus Ammo switch,
Order,Pistol,43,Underbarrel,ORD_PS.part_underbarrel_03_rockets,,Alt Fire - Micro-Rockets,Charge-fires up to 6 Micro-Rockets that deal XXX Damage each,
Order,Pistol,44,Underbarrel,ORD_PS.part_underbarrel_01_energyburst,,Alt Fire - Energy Burst,"Charge-fires an Energy Burst, that deals up to XXX Damage to nearby enemies",
Order,Pistol,45,Underbarrel,ORD_PS.part_underbarrel_04_atlas,,Atlas Tracker Darts,,
Order,Pistol,46,Underbarrel,ORD_PS.part_underbarrel_04_atlas_ball,,Atlas Tracker Grenades,,
Order,Pistol,47,Foregrip,ORD_PS.part_foregrip_02,,+Crit Damage,,
Order,Pistol,48,Foregrip,ORD_PS.part_foregrip_03,,+Accuracy,,
Order,Pistol,49,Manufacturer Part,ORD_PS.part_secondary_ammo_sm,,Daedalus SMG Ammo,,
Order,Pistol,50,Manufacturer Part,ORD_PS.part_secondary_ammo_sg,,Daedalus Shotgun Ammo,,
Order,Pistol,51,Manufacturer Part,ORD_PS.part_secondary_ammo_ar,,Daedalus AR Ammo,,
Order,Pistol,52,Manufacturer Part,ORD_PS.part_secondary_ammo_sr,,Daedalus SR Ammo,,
Order,Pistol,54,Barrel Accessory,ORD_PS.part_barrel_01_a,,+Damage,,
Order,Pistol,55,Barrel Accessory,ORD_PS.part_barrel_01_b,,+Crit Damage,,
Order,Pistol,56,Barrel Accessory,ORD_PS.part_barrel_01_c,,+Accuracy,,
Order,Pistol,57,Barrel Accessory,ORD_PS.part_barrel_01_d,,+Accuracy,,
Order,Pistol,58,Barrel Accessory,ORD_PS.part_barrel_02_a,,+Damage,,
Order,Pistol,59,Barrel Accessory,ORD_PS.part_barrel_02_b,,+Accuracy,,
Order,Pistol,60,Barrel Accessory,ORD_PS.part_barrel_02_c,,+Fire Rate,,
Order,Pistol,61,Barrel Accessory,ORD_PS.part_barrel_02_d,,+Fire Rate,,
Order,Pistol,62,Manufacturer Part,ORD_PS.part_barrel_licensed_jak,,Jakobs Ricochet,,
Order,Pistol,63,Manufacturer Part,ORD_PS.part_barrel_licensed_ted,,"Tediore Reload, no stat changes",,
Order,Pistol,64,Manufacturer Part,ORD_PS.part_barrel_licensed_ted_shooting,,"Tediore Shooting, no stat changes",,
Order,Pistol,65,Manufacturer Part,ORD_PS.part_barrel_licensed_ted_mirv,,"Tediore MIRV, no stat changes",,
Order,Pistol,66,Manufacturer Part,ORD_PS.part_barrel_licensed_ted_combo,,"Tediore Combo, no stat changes",,
Order,Pistol,67,Manufacturer Part,ORD_PS.part_barrel_licensed_hyp,,"Hyperion Shield visual accessory, no stat changes",,
Order,Pistol,68,Foregrip,ORD_PS.part_foregrip_01,,+Damage,,
Order,Pistol,69,Manufacturer Part,ORD_PS.part_mag_torgue_normal,,Torgue Impact Gyrojets,,
Order,Pistol,70,Manufacturer Part,ORD_PS.part_mag_torgue_sticky,,Torgue Sticky Gyrojets,,
Order,Pistol,71,Magazine,ORD_PS.part_mag_03_tor,,"2.0s Reload, 12 Shots",,
